Nom;Référence;Famille;Date semis;Prix unitaire (hors remise);Lien;Référence+lien
Pied d'alouette bleu;F0260S;Fleurs;mars - mai ou septembre;3;https://www.semaille.com/fr/fleurs-especes-annuelles/62-pied-d-alouette-bleu-5415166002273.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pois de senteur en mélange;F0270S;Fleurs;mars - mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/63-pois-de-senteur-en-melange-5415166002297.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pois de senteur violet;F0271S;Fleurs;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Reine marguerite en mélange;F0280S;Fleurs;mars - mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/64-reine-marguerite-en-melange-5415166002310.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Réseda odorant;F0290S;Fleurs;mars - mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/65-reseda-odorant-5415166002334.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Rudbeckia annuel;F0300S;Fleurs;mars - mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/67-rudbeckia-annuel-5415166002372.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Salpiglossis en mélange;F0305S;Fleurs;mars - juin;3;https://www.semaille.com/fr/fleurs-especes-annuelles/68-salpiglossis-en-melange-5415166002396.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Sauge Hormine;F0310S;Fleurs;mars - mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1174-sauge-hormine-5415166002419.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Silène à bouquets;F0315S;Fleurs;mars - juin;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1474-silene-a-bouquets-5415166026415.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Scabieuse pourpre;F0320S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/69-scabieuse-pourpre-5415166002433.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Sorgho à balais;F0322S;Fleurs;mai - juin;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1385-sorgho-a-balais.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Souci des champs;F0325S;Fleurs;avril-juin;3;https://www.semaille.com/fr/fleurs-especes-annuelles/70-souci-des-champs-5415166002457.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Soucis Touch of Red Buff;F0326S;Fleurs;mars - juin;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1087-soucis-touch-of-red-buff-5415166016218.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tabac ornemental;F0330S;Fleurs;mars - avril;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tabac commun;F0331S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/72-tabac-commun-5415166002495.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tabac ornemental blanc;F0332S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1301-tabac-ornemental-blanc-5415166024909.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tabac Purple Parfume;F0333S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1475-tabac-purple-parfume-5415166026453.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tagète  Citron;F0340S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/73-tagete-citron-5415166002518.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tagète Némagon;F0341S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/74-tagete-nemagon-5415166002532.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oeillet d'Inde nain;F0342S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/75-oeillet-d-inde-nain-5415166014450.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tagète Minuta;F0343S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1423-tagete-minuta-5415166025739.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tagète Lucida - Estragon mexicain;F0344S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1426-tagete-lucida--estragon-mexicain-5415166025722.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tithonia;F0350S;Fleurs;mars - mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/76-tithonia-5415166002556.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol nain jaune;F0360S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/77-tournesol-nain-jaune-5415166002570.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol mélange décoratif;F0361S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/78-tournesol-melange-decoratif-5415166002594.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol à petites fleurs jaunes;F0362S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1460-tournesol-a-petites-fleurs-jaunes-5415166025814.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol Multiflore;F0363S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1244-tournesol-multiflore-5415166002617.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol Couleur d'automne;F0364S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/79-tournesol-couleur-d-automne-5415166002631.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol grand jaune;F0367S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1427-tournesol-grand-jaune-5415166025746.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol Ring of fire;F0368S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/1476-tournesol-ring-of-fire-5415166026361.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tournesol moyen Rouge;F0369S;Fleurs;avril-mai;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Violine;F0380S;Fleurs;mars - juin;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Vipérine annuelle;F0385S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-especes-annuelles/81-viperine-annuelle-5415166002679.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Zinnia à grandes fleurs;F0390S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/82-zinnia-a-grandes-fleurs-5415166002693.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Zinnia Tapis Persan;F0391S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-especes-annuelles/83-zinnia-tapis-persan-5415166002716.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Absinthe;F1010S;Aromatiques et médicinales;mars - avril;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/297-absinthe-5415166002754.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Achillée millefeuille;F1020S;Aromatiques et médicinales;avril-juillet;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/298-achillee-millefeuille-5415166002778.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Achillée jaune;F1025S;Fleurs;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Agastache;F1030S;Aromatiques et médicinales;mars - mai;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/299-agastache-5415166002792.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Ancolie des jardins;F1050S;Fleurs;mai-juillet;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/85-ancolie-des-jardins-5415166002815.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Grande Ancolie;F1051S;Fleurs;mai-juillet;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/86-grande-ancolie-5415166013491.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Asphodèle - Baton de Jacob;F1058S;Fleurs;mars - avril;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Bouillon blanc;F1070S;Aromatiques et médicinales;mai-juillet;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/300-bouillon-blanc-5415166002839.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cardère;F1077S;Fleurs;mars - mai ou septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/87-cardere-5415166002853.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Coquelourde rouge;F1090S;Fleurs;avril-mai ou  août-septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/89-coquelourde-rouge-5415166002914.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Dahlia Bishop's Children;F1093S;Fleurs;mars - juin;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1088-dahlia-bishop-s-children-5415166016454.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Digitale pourpre;F1095S;Aromatiques et médicinales;avril-mai ou  août-septembre;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/301-digitale-pourpre-5415166002938.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Echinacea purpurea;F1100S;Aromatiques et médicinales;avril-juillet;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/302-echinacea-purpurea-5415166002952.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Echinops;F1105S;Fleurs;avril-juin;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/90-echinops-5415166002976.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Gaillarde vivace;F1110S;Fleurs;avril-mai;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1386-gaillarde-vivace-5415166025203.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Garance des teinturiers;F1115S;Fleurs;;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1533-garance-ou-rouge-des-teinturiers-5415166026798.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Gazon d'Espagne;F1125S;Fleurs;avril-mai et août;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1387-gazon-d-espagne-5415166025470.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Giroflée ravenelle;F1130S;Fleurs;juin - septembre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Grémil des teinturiers;F1137S;Fleurs;;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1534-gremil-des-teinturiers-ou-violet-de-tokyo-5415166026804.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Guimauve;F1140S;Aromatiques et médicinales;avril-juillet;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/303-guimauve-5415166003034.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Julienne des dames  rose;F1160S;Fleurs;avril-juin ou septembre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Lunaire ou Monnaie du Pape;F1180S;Fleurs;avril-mai ou  août-septembre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Lupin en mélange;F1190S;Fleurs;août - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/95-lupin-en-melange-5415166003119.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Marguerite des prés;F1202S;Fleurs;;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/97-marguerite-des-pres-5415166013323.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mauve Mauritania;F1205S;Fleurs;avril-mai ou  août-septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/98-mauve-mauritania-5415166003140.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Millepertuis;F1210S;Aromatiques et médicinales;mai - juin;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/304-millepertuis-5415166003164.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Myosotis;F1215S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1421-myosotis-5415166003188.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oeillet mignardise;F1220S;Fleurs;mars - juin;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/99-oeillet-mignardise-5415166003225.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oeillet Rainbow Loveliness;F1225S;Fleurs;mars - avril;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1089-oeillet-rainbow-loveliness-5415166023865.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oeillet des Chartreux;F1226S;Fleurs;mars - juin;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1429-oeillet-des-chartreux-5415166025760.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oeillet de poète;F1230S;Fleurs;juin - septembre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Onagre;F1240S;Fleurs;août - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/101-onagre-5415166003263.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pastel des teinturiers;F1241S;Fleurs;juin - août;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/102-pastel-des-teinturiers-5415166003287.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pavot d'Islande;F1242S;Fleurs;mai-juin ou septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/103-pavot-d-islande-5415166003300.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pavot Cornu - Glaucière jaune;F1243S;Fleurs;avril-mai ou  août-septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1430-pavot-cornu--glauciere-jaune-5415166025777.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pensée sauvage;F1245S;Aromatiques et médicinales;juin - septembre;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/306-pensee-sauvage-5415166003324.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Phlomis jaune;F1246S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/104-phlomis-jaune-5415166003348.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pois vivace;F1250S;Fleurs;juillet - octobre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Polemonium bleu;F1256S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/106-polemonium-bleu-5415166013330.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Réséda des teinturiers;F1259S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/1477-reseda-des-teinturiers-5415166026422.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Rose trémière en mélange;F1265S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/108-rose-tremiere-en-melange-5415166003409.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Rue commune;F1270S;Aromatiques et médicinales;avril-juin;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/307-rue-commune-5415166003423.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Rue Bigarrée;F1271S;Aromatiques et médicinales;avril-juin;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/1388-rue-bigarree-5415166025296.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Salicaire;F1280S;Fleurs;mai - juin;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/109-salicaire-5415166003447.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Sauge sclarée;F1300S;Aromatiques et médicinales;mai - septembre;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/308-sauge-sclaree-5415166003461.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Silène dioïque;F1315S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/110-silene-dioique-5415166003485.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tanaisie;F1320S;Fleurs;juin - août;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/111-tanaisie-5415166003508.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Tanaisie Crispée;F1321S;Fleurs;juin - août;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/112-tanaisie-crispee-5415166003522.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Valériane officinale;F1330S;Aromatiques et médicinales;mai - juin;3;https://www.semaille.com/fr/vivaces-et-bisannuelles/309-valeriane-officinale-5415166003546.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Verveine Bonariensis;F1340S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/113-verveine-bonariensis-5415166003560.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Verveine rugueuse;F1341S;Fleurs;juin - septembre;3;https://www.semaille.com/fr/fleurs-vivaces-et-bisannuelles/114-verveine-rugueuse-5415166003584.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Amaranthe rouge;L0100S;Potagères;mars - juin;3;https://www.semaille.com/fr/amaranthe/313-amaranthe-rouge-5415166003614.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Amaranthe  Tricolore;L0101S;Potagères;;3;https://www.semaille.com/fr/amaranthe/1340-amaranthe-tricolore-5415166003645.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Amaranthe Tête d'éléphant;L0102S;Potagères;mars - juin;3;https://www.semaille.com/fr/amaranthe/314-amaranthe-tete-d-elephant-5415166013507.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Arroche rouge;L0200S;Potagères;mars - août;3;https://www.semaille.com/fr/arroche/315-arroche-rouge-5415166003669.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Arroche verte;L0201S;Potagères;mars - août;3;https://www.semaille.com/fr/arroche/316-arroche-verte-5415166003690.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Artichaut  Imperial Star;L0300S;Potagères;février - mars;3;https://www.semaille.com/fr/artichaut/317-artichaut-imperial-star-5415166013347.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine blanche Longue de Dourga;L0400S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/318-aubergine-blanche-longue-de-dourga-5415166003737.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine blanche ronde à œufs;L0401S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/319-aubergine-blanche-ronde-a-ufs-5415166003751.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine longue violette de Barbentane;L0402S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/320-aubergine-longue-violette-de-barbentane-5415166003775.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Ronde de Valence;L0404S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/321-aubergine-ronde-de-valence-5415166003799.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Impérial Black Beauty;L0405S;Potagères;février - mars;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Puso Purple Cluster;L0408S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/323-aubergine-puso-purple-cluster-5415166003836.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Bambino;L0409S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/324-aubergine-bambino-5415166003850.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Zebrina;L0410S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Rosso di Napoli;L0411S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/1277-aubergine-rosso-di-napoli-5415166024404.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Rotonda bianca sfumata di rosa;L0412S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/1278-aubergine-rotonda-bianca-sfumata-di-rosa-5415166024428.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Skoutari;L0413S;Potagères;février - mars;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Japanese Pickling;L0414S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/1389-aubergine-japanese-pickling-5415166025302.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Aubergine Listada de Gandia;L0415S;Potagères;février - mars;3;https://www.semaille.com/fr/aubergine/1495-aubergine-listada-de-gandia-5415166026538.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Bardane japonaise Tokinogawa Long;L0500S;Potagères;avril-juin;3;https://www.semaille.com/fr/bardane-japonaise/325-bardane-japonaise-tokinogawa-long-5415166003874.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave rouge Crapaudine;L0600S;Potagères;avril-juillet;3;https://www.semaille.com/fr/betterave/326-betterave-rouge-crapaudine-5415166003898.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave rouge Globe;L0601S;Potagères;avril-juillet;3;https://www.semaille.com/fr/betterave/327-betterave-rouge-globe-5415166003911.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave Noire Plate d'Egypte;L0602S;Potagères;avril-juillet;3;https://www.semaille.com/fr/betterave/328-betterave-rouge-plate-d-egypte-5415166003935.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave rouge de Chiogga;L0603S;Potagères;avril-juillet;3;https://www.semaille.com/fr/betterave/329-betterave-rouge-de-chiogga-5415166003959.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave rouge Cylindra;L0604S;Potagères;avril-juillet;3;https://www.semaille.com/fr/betterave/330-betterave-rouge-cylindra-5415166003973.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave rouge Formanova;L0605S;Potagères;avril-juillet;3;https://www.semaille.com/fr/betterave/1535-betterave-rouge-formanova-5415166026774.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave rouge Golden;L0606S;Potagères;avril-juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Betterave fourragère Guldaeno;L0607S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mélanges de betteraves;L0610S;Potagères;avril-juillet;3;https://www.semaille.com/fr/betterave/1536-melanges-de-betteraves-5415166026712.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cardon De Bolster;L0700S;Potagères;mars - mai;3;https://www.semaille.com/fr/cardon/333-cardon-de-bolster-5415166004017.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cardon argenté de Plainpalais;L0701S;Potagères;mars - mai;3;https://www.semaille.com/fr/cardon/334-cardon-argente-de-plainpalais-5415166004031.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte blanche de Küttigen;L0800S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/335-carotte-blanche-de-kuttigen-5415166004055.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte de Carentan;L0801S;Potagères;février - juillet;3;https://www.semaille.com/fr/carotte-hative-et-d-ete/336-carotte-de-carentan-5415166004109.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte de Colmar à coeur rouge 2;L0802S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/337-carotte-de-colmar-a-coeur-rouge-2-5415166004123.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Nantaise 2;L0803S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/338-carotte-nantaise-2-5415166004161.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Rodelika;L0804S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/339-carotte-rodelika-5415166004185.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte violette rouge sang;L0805S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/340-carotte-violette-rouge-sang-5415166004208.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Jaune obtuse du Doubs;L0806S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/341-carotte-jaune-obtuse-du-doubs-5415166004222.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Touchon;L0807S;Potagères;février - juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Flakkeese 2;L0809S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/343-carotte-flakkeese-2-5415166004284.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte rouge courte hâtive Bellot;L0810S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Hâtive d'Amsterdam;L0811S;Potagères;février - juillet;3;https://www.semaille.com/fr/carotte-hative-et-d-ete/345-carotte-hative-d-amsterdam-5415166004321.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Marché de Paris;L0812S;Potagères;février - juillet;3;https://www.semaille.com/fr/carotte-hative-et-d-ete/1420-carotte-marche-de-paris-5415166004376.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
